100, .000880
200, .000960
300, .000780
400, .000740
500, .000840
600, .000960
700, .000760
800, .000720
900, .000700
1000, .000780
1100, .000820
1200, .000760
1300, .000760
1400, .000720
1500, .000760
1600, .000820
1700, .000840
1800, .000800
1900, .000880
2000, .000760
4000, .000940
6000, .000760
8000, .000840
10000, .000780
20000, .000880
40000, .000960
60000, .001040
80000, .001220
100000, .001340
200000, .001360
400000, .001540
600000, .001640
800000, .001780
1000000, .002040
