100, .008720
200, .008880
300, .009420
400, .009940
500, .009540
600, .008940
700, .009020
800, .009800
900, .009560
1000, .009440
1100, .008880
1200, .008880
1300, .009680
1400, .008800
1500, .008940
1600, .009200
1700, .008820
1800, .008140
1900, .008600
2000, .009080
4000,.011900
6000,.011340
8000,.013040
10000,.012320
20000,.015340
40000,.018280
60000,.024180
80000,.028980
100000,.032840
200000,.051460
400000,.074000
600000,.094240
800000,.117600
1000000,.134400
